/File/Main/FileName;/Exif/Image/ImageWidth;/Exif/Image/ImageLength;/Exif/Image/Make;/Exif/Image/Model;/Exif/Image/Orientation;/Exif/Image/XResolution;/Exif/Image/YResolution;/Exif/Image/ResolutionUnit;/Exif/Image/Software;/Exif/Image/DateTime;/Exif/Image/YCbCrPositioning;/Exif/Photo/ExposureTime;/Exif/Photo/FNumber;/Exif/Photo/ExposureProgram;/Exif/Photo/ISOSpeedRatings;/Exif/Photo/ExifVersion;/Exif/Photo/DateTimeOriginal;/Exif/Photo/DateTimeDigitized;/Exif/Photo/OffsetTime;/Exif/Photo/OffsetTimeOriginal;/Exif/Photo/ShutterSpeed;/Exif/Photo/Aperture;/Exif/Photo/Brightness;/Exif/Photo/ExposureBias;/Exif/Photo/MaxAperture;/Exif/Photo/MeteringMode;/Exif/Photo/Flash;/Exif/Photo/FocalLength;/Exif/Photo/ColorSpace;/Exif/Photo/PixelXDimension;/Exif/Photo/PixelYDimension;/Exif/Photo/ExposureMode;/Exif/Photo/WhiteBalance;/Exif/Photo/DigitalZoomRatio;/Exif/Photo/FocalLengthIn35mmFilm;/Exif/Photo/SceneCaptureType;/Exif/Photo/ImageUniqueID;/Exif/Thumbnail/ImageWidth;/Exif/Thumbnail/ImageLength;/Exif/Thumbnail/Compression;/Exif/Thumbnail/XResolution;/Exif/Thumbnail/YResolution;/Exif/Thumbnail/ResolutionUnit
araruama.jpg;8000;6000;samsung;SM-A805F;1;72;72;2;A805FXXU7DWF5;27/07/2023 08:40:47;1;0.000422475708;2;2;50;0220;27/07/2023 08:40:47;27/07/2023 08:40:47;-03:00;-03:00;1/1 s;2;0/1;0/1;2;2;0;4.58;1;8000;6000;0;0;1;25;0;A48QSLA01PM;512;384;6;72;72;2
araruama1.jpg;8000;6000;samsung;SM-A805F;1;72;72;2;A805FXXU7DWF5;27/07/2023 08:40:14;1;0.00051203277;2;2;50;0220;27/07/2023 08:40:14;27/07/2023 08:40:14;-03:00;-03:00;1/1 s;2;0/1;0/1;2;2;0;4.58;1;8000;6000;0;0;1;25;0;A48QSLA01PM;512;384;6;72;72;2
araruama2.jpg;8000;6000;samsung;SM-A805F;1;72;72;2;A805FXXU7DWF5;27/07/2023 08:19:37;1;0.000422475708;2;2;50;0220;27/07/2023 08:19:37;27/07/2023 08:19:37;-03:00;-03:00;1/1 s;2;0/1;0/1;2;2;0;4.58;1;8000;6000;0;0;1;25;0;A48QSLA01PM;512;384;6;72;72;2
araruama3.jpg;8000;6000;samsung;SM-A805F;1;72;72;2;A805FXXS7DWE4;25/07/2023 13:15:57;1;0.000489715965;2;2;50;0220;25/07/2023 13:15:57;25/07/2023 13:15:57;-03:00;-03:00;1/1 s;2;0/1;0/1;2;2;0;4.58;1;8000;6000;0;0;1;25;0;A48QSLA01PM;512;384;6;72;72;2
beto_e_piu.jpg;8000;6000;samsung;SM-A805F;6;72;72;2;A805FXXU7DWF5;06/08/2023 20:24:52;1;0.0416666667;2;2;400;0220;06/08/2023 20:24:52;06/08/2023 20:24:52;1/24 s;2;858993432/20;0/1;2;2;0;4.58;1;8000;6000;0;0;25;0;A48QSLA01PM A48QSLA01PM;512;384;6;72;72;2;<undefined>;<undefined>;<undefined>
maya.jpg;8160;6120;samsung;SM-S901E;6;72;72;2;S901EXXS7CWK2;22/12/2023 21:33:39;1;0.0416666667;1.8;2;800;0220;22/12/2023 21:33:39;22/12/2023 21:33:39;-03:00;-03:00;1/24 s;1.69;-433/100;0/1;1.8;2;0;5.4;1;8160;6120;0;0;1.35;23;0;O10XSOD00CM;512;384;6;72;72;2
maya1.jpg;8160;6120;samsung;SM-S901E;1;72;72;2;S901EXXS7CWK2;23/12/2023 00:24:27;1;0.0333333333;1.8;2;640;0220;23/12/2023 00:24:27;23/12/2023 00:24:27;-03:00;-03:00;1/1 s;1.69;0/1;1.69;2;0;5.4;1;8160;6120;0;0;1.65;23;0;O10XSOD00CM;512;384;6;72;72;2;<undefined>
maya2.jpg;8160;6120;samsung;SM-S901E;6;72;72;2;S901EXXS7CWK2;23/12/2023 00:24:39;1;0.0333333333;1.8;2;640;0220;23/12/2023 00:24:39;23/12/2023 00:24:39;-03:00;-03:00;1/1 s;1.69;0/1;1.69;2;0;5.4;1;8160;6120;0;0;1.65;23;0;O10XSOD00CM;512;384;6;72;72;2;<undefined>
pingo.jpg;8160;6120;samsung;SM-S901E;6;72;72;2;S901EXXS7CWK2;22/12/2023 21:32:24;1;0.0416666667;1.8;2;800;0220;22/12/2023 21:32:24;22/12/2023 21:32:24;-03:00;-03:00;1/24 s;1.69;2147483427/50;0/1;1.8;2;0;5.4;1;8160;6120;0;0;2.07;23;0;O10XSOD00CM;512;384;6;72;72;2
pingo1.jpg;8160;6120;samsung;SM-S901E;6;72;72;2;S901EXXS7CWK2;23/12/2023 00:24:49;1;0.0333333333;1.8;2;640;0220;23/12/2023 00:24:49;23/12/2023 00:24:49;-03:00;-03:00;1/1 s;1.69;0/1;1.69;2;0;5.4;1;8160;6120;0;0;1.65;23;0;O10XSOD00CM;512;384;6;72;72;2;<undefined>
pingo2.jpg;8000;6000;samsung;SM-A805F;6;72;72;2;A805FXXU7DWF5;13/08/2023 18:50:42;1;0.0416666667;2;2;250;0220;13/08/2023 18:50:42;13/08/2023 18:50:42;-03:00;-03:00;1/1 s;2;0/1;0/1;2;3;0;4.58;1;8000;6000;0;0;3.12;25;0;A48QSLA01PM;512;384;6;72;72;2
ryan1.jpg;8000;6000;samsung;SM-A805F;6;72;72;2;A805FXXU7DWF5;26/10/2023 15:44:23;1;0.00632911392;2;2;50;0220;26/10/2023 15:44:23;26/10/2023 15:44:23;-03:00;-03:00;1/1 s;2;0/1;0/1;2;2;0;4.58;1;8000;6000;0;0;1.95;25;0;A48QSLA01PM;512;384;6;72;72;2
spock1.jpg;6000;samsung;1;13/08/2023 12:22:20;72;72;8000;SM-A805F;A805FXXU7DWF5;1;2;0220;0/1;2;1;A48QSLA01PM;2;0/1;13/08/2023 12:22:20;0;0;0.0416;-03:00;0;2;200;25;1;13/08/2023 12:22:20;1/1 s;4.58;2;-03:00;0;2;<undefined>;<undefined>;<undefined>;<undefined>;<undefined>;<undefined>;<undefined>;<undefined>
toy.jpg;8000;6000;samsung;SM-A805F;6;72;72;2;A805FXXU7DWF5;24/12/2023 21:49:49;1;0.05;2;2;800;0220;24/12/2023 21:49:49;24/12/2023 21:49:49;-03:00;-03:00;1/1 s;2;0/1;2;2;0;4.58;1;8000;6000;0;0;1;25;0;A48QSLA01PM;512;384;6;72;72;2;<undefined>
toy1.jpg;8000;6000;samsung;SM-A805F;6;72;72;2;A805FXXU7DWF5;24/12/2023 21:49:20;1;0.0416666667;2;2;500;0220;24/12/2023 21:49:20;24/12/2023 21:49:20;-03:00;-03:00;1/1 s;2;0/1;0/1;2;2;0;4.58;1;8000;6000;0;0;1;25;0;A48QSLA01PM;512;384;6;72;72;2
